category,treatment,slug,current_image,shared_with
"Medical Dermatology","Eczema Management","eczema-management","/images/treatments/photo-1784798340504-a0893a7743da.jpg","Chemical Peels; Milia Removal; Hormone Assessment; Intimate Pigmentation Care; Advanced Wound Care"
"Medical Dermatology","Psoriasis Management","psoriasis-management","/images/treatments/photo-1785861001619-b263ebd4e615.jpg","Medical Extraction; Xanthelasma Removal; Food Sensitivity Review; Lichen Sclerosus Management; Aftercare Planning"
"Medical Dermatology","Rosacea Programme","rosacea-programme","/images/treatments/photo-1754941622136-6664a3f50b2e.jpg","RF Microneedling; Carbon Laser Peel; RF Microneedling; Full Face; Microneedling for Scars; Freckle & Sunspot Clearing; Facial Thread Veins"
"Medical Dermatology","Fungal Infection Treatment","fungal-infection","/images/treatments/photo-1781513144825-aa1e284c5950.jpg","Post-Acne Mark Fading; Buccal Fat Evaluation; Gut–Skin Programme; Childhood Eczema Care"
"Medical Dermatology","Chronic Hives Workup","urticaria-workup","/images/treatments/photo-1763310225108-9e16920156f3.jpg","Subcision; Facial Fat Transfer; Sleep & Stress Review; Teenage Acne Programme"
"Medical Dermatology","Skin Biopsy","skin-biopsy","/images/treatments/photo-1654781350550-0dc72ecb6fae.jpg","TCA CROSS; Body Composition Review; Clinical Nutrition Consult; Infant Birthmark Review"
"Medical Dermatology","Teledermatology Review","teledermatology","/images/treatments/photo-1589279003513-467d320f47eb.jpg","Tranexamic Acid Therapy; IV Hydration; Rosacea Management; Regenerative Consultation; Molluscum Contagiosum"
"Tattoo Removal","Black Ink Removal","black-ink-removal","/images/treatments/photo-1754941622117-97957c5d669b.jpg","HIFU Skin Tightening; Laser Toning; Light Fractional Resurfacing; Upper Lip & Chin; Post-Acne Mark Treatment; Hori's Nevus Treatment; Rosacea Vessel Treatment"
"Tattoo Removal","Coloured Tattoo Removal","colour-tattoo-removal","/images/treatments/photo-1754941622138-b3c3671f2fa8.jpg","Thread Lift; Décolleté Firming; Q-Switched Nd:YAG; Underarms; Melasma Protocol; Periorbital Tightening; Neck & Chest Redness"
"Tattoo Removal","Cosmetic Tattoo Removal","cosmetic-tattoo-removal","/images/treatments/photo-1785861433534-8cd4c7b994fa.jpg","LED Phototherapy; Density HIFU; Vascular Laser; Full Arms; Pigmentation Treatment; Eyelid Resurfacing; Iontophoresis"
"Tattoo Removal","Tattoo Fading for Cover-Up","tattoo-fading","/images/treatments/photo-1785861775561-c6db7da314a0.jpg","Carbon Laser Peel; Neck Tightening RF; Laser Genesis; Full Legs; Underarm & Intimate Lightening; Facial Slimming HIFU; Microwave Gland Treatment"
"Tattoo Removal","Post-Tattoo Scar Treatment","scar-after-tattoo","/images/treatments/photo-1723540634462-528708cc17aa.jpg","Jawline Definition; Pico Laser; Long-Pulsed Nd:YAG; Full Body Package; Nd:YAG for Deeper Skin; Sun Damage Repair; Intimate Laser Therapy"
"Tattoo Removal","Removal Assessment","tattoo-removal-consult","/images/treatments/photo-1706795033849-7ca391f007c5.jpg","Glutathione Infusion; Vitamin C Infusion; Anti-Ageing Programme; Surgical Scar Revision; Children's Wart Treatment"
"Regenerative Aesthetics","PRP Facial Therapy","prp-face","/images/treatments/photo-1670098073774-440ea94549d0.jpg","Underarm Sweat Control; Palm Sweat Treatment; Trapezius Slimming; Marionette Line Correction; Cheek Definition; Filler Migration Correction"
"Regenerative Aesthetics","PRF Therapy","prf-therapy","/images/treatments/photo-1666446224369-2783384adf02.jpg","NCTF Mesotherapy; Neck Band Softening; Smile Line Softening; Calcium Hydroxylapatite Filler; Chemical Brow Lift; Buccal Slimming (Non-Surgical)"
"Regenerative Aesthetics","Exosome Therapy","exosome-facial","/images/treatments/photo-1643684460412-76908d8e5a25.jpg","Doctor-Led Skincare"
"Regenerative Aesthetics","Collagen Induction Therapy","collagen-induction","/images/treatments/photo-1730288951113-9cc087c14b83.jpg","Ultherapy; Vascular Laser; Excimer Laser; Full Legs; Diode Laser; Neck Contouring; Pelvic Floor Strengthening"
"Regenerative Aesthetics","Skin Booster Course","skin-booster-course","/images/treatments/photo-1761819922656-d1b77eef49c0.jpg","PDO Mono Threads; Forehead Lines; Filler Dissolving; Scar Filling; Under-Eye Mesotherapy; Temple Restoration"
"Regenerative Aesthetics","Regenerative Consultation","regenerative-consult","/images/treatments/photo-1589279003513-467d320f47eb.jpg","Tranexamic Acid Therapy; IV Hydration; Rosacea Management; Teledermatology Review; Molluscum Contagiosum"
"Scars & Marks","Surgical Scar Revision","surgical-scar-revision","/images/treatments/photo-1706795033849-7ca391f007c5.jpg","Glutathione Infusion; Vitamin C Infusion; Anti-Ageing Programme; Removal Assessment; Children's Wart Treatment"
"Scars & Marks","C-Section Scar Treatment","c-section-scar","/images/treatments/photo-1741522509407-41cfe73b0b75.jpg","Stretch Mark Therapy; Complete Hand Programme"
"Scars & Marks","Burn Scar Treatment","burn-scar-treatment","/images/treatments/photo-1617952986600-802f965dcdbc.jpg","Body Skin Tightening; Leg Spider Veins"
"Scars & Marks","Early Stretch Mark Treatment","stretch-mark-early","/images/treatments/photo-1611073615830-9f76902c10fe.jpg","Back & Body Acne; Nail Trauma Repair"
"Scars & Marks","Mature Stretch Mark Treatment","stretch-mark-mature","/images/treatments/photo-1544843776-7c98a52e08a4.jpg","Fat Freezing; Post-Procedure Drainage"
"Scars & Marks","Birthmark Assessment","birthmark-assessment","/images/treatments/photo-1742280159636-3a06652ac9d9.jpg","Oral Retinoid Programme; Antioxidant Drip; Immunity Support Infusion; Eczema & Barrier Repair; Persistent Nappy Rash"
"Scars & Marks","Port Wine Stain Treatment","port-wine-stain","/images/treatments/photo-1732993486279-9d0f3b91adb2.jpg","Shurink Lifting; Non-Ablative Fractional Laser; Full Face; Bikini Line; Beard Line Shaping; Chin & Neck Lift; Bruise Clearing"
"Scars & Marks","Scar Camouflage","self-harm-scar","/images/treatments/photo-1488345979593-09db0f85545f.jpg","Electromagnetic Muscle Sculpting"
"Hands & Feet","Hand Pigmentation Treatment","hand-pigmentation","/images/treatments/photo-1761819920857-7edc5e808fd3.jpg","Monopolar RF Lifting; Picosecond Laser; Underarms; Back & Shoulders; Chest & Abdomen; Razor Bump Treatment"
"Hands & Feet","Hand Volume Restoration","hand-volume","/images/treatments/photo-1554424518-336ec861b705.jpg","Ultrasonic Cavitation"
"Hands & Feet","Nail Fungus Laser","nail-fungus-laser","/images/treatments/photo-1761819922058-d15028ed9817.jpg","Neck & Décolleté Lift; IPL Photofacial; Thulium Laser; Bikini & Intimate; PCOS Facial Hair Programme; De-Tan Programme; Men's Body Hair Reduction"
"Hands & Feet","Cracked Heel Treatment","cracked-heels","/images/treatments/photo-1519824145371-296894a0daa9.jpg","Body Contouring; Back & Bra Line"
"Hands & Feet","Callus & Corn Management","callus-management","/images/treatments/photo-1712638932314-e2b185ca0930.jpg","Cellulite Therapy; Bridal Body Polish"
"Hands & Feet","Plantar Sweat Treatment","sweaty-feet","/images/treatments/photo-1700760933574-9f0f4ea9aa3b.jpg","Keloid Management; Deficiency Screening; Bridal Consultation; Sensitised Skin Reset; Teen Skin Consultation"
"Hands & Feet","Complete Hand Programme","hand-rejuv-programme","/images/treatments/photo-1741522509407-41cfe73b0b75.jpg","Stretch Mark Therapy; C-Section Scar Treatment"
"Lip Aesthetics","Lip Hydration Boost","lip-hydration","/images/treatments/photo-1785861485926-93a13556d656.jpg","Cog Thread Lift; Frown Lines; Cheek Augmentation; Intralesional Injection; Under-Eye PRP; Full Facial Balancing"
"Lip Aesthetics","Russian Lip Technique","russian-lip","/images/treatments/photo-1761819921052-2c34973e012c.jpg","Suspension Thread Lift; Crow's Feet; Tear Trough Filler; Tear Trough Correction; Liquid Rhinoplasty; Submental Fat Dissolving"
"Lip Aesthetics","Lip Border Definition","lip-border-definition","/images/treatments/photo-1785861378703-1c991c4548ef.jpg","Non-Surgical Brow Lift; Bunny Lines; Chin Projection; Crow's Feet Softening; Tip Lift & Refinement; Jaw Slimming Programme"
"Lip Aesthetics","Perioral Line Treatment","smokers-lines","/images/treatments/photo-1785861084191-3600dfc2a6d6.jpg","Eight-Point Lift; Lip Flip; Jawline Contouring; Non-Surgical Eyelid Tightening; Nose Thread Lift; Cheekbone Definition"
"Lip Aesthetics","Corner Lift","corner-lip-lift","/images/treatments/photo-1785860945533-918a531bcdeb.jpg","Ballerina Lift; Chin Dimpling; Nasolabial Fold Softening; Under-Eye Brightening; Nostril Slimming; Facial Asymmetry Correction"
"Lip Aesthetics","Lip Asymmetry Correction","lip-asymmetry","/images/treatments/photo-1746017062285-13c77e29fc25.jpg","Polynucleotide Therapy; Gummy Smile Correction; Chin & Jaw Contour; Collagen Stimulator; Dorsal Hump Camouflage; Injection Lipolysis"
"Lip Aesthetics","Lip Pigmentation Treatment","lip-pigmentation","/images/treatments/photo-1598300195998-364bf445842c.jpg","Collagen Biostimulators; Fractional Resurfacing; Insulated RF Microneedling; Beard Shaping (Men); Low-Level Laser Therapy; Dark Circle Correction; Tattoo Removal"
"Brows & Lashes","Lash Line Health Review","lash-line-health","/images/treatments/photo-1700760933941-3a06a28fbf47.jpg","Hypertrophic Scar Treatment; Rehydration Drip; Shaving Acne & Ingrowns; Mole & Skin Check; Fungal Nail Treatment"
"Veins & Vascular","Facial Thread Veins","facial-thread-veins","/images/treatments/photo-1754941622136-6664a3f50b2e.jpg","RF Microneedling; Carbon Laser Peel; RF Microneedling; Full Face; Microneedling for Scars; Freckle & Sunspot Clearing; Rosacea Programme"
"Veins & Vascular","Leg Spider Veins","leg-spider-veins","/images/treatments/photo-1617952986600-802f965dcdbc.jpg","Body Skin Tightening; Burn Scar Treatment"
"Veins & Vascular","Sclerotherapy","sclerotherapy","/images/treatments/photo-1650118791598-1c24d98d400b.jpg","Anti-Wrinkle (Forehead & Frown); Brow Shaping; Under-Eye (Tear Trough); Bio-Remodelling; Revision Assessment; Jawline Sharpening"
"Veins & Vascular","Cherry Angioma Removal","cherry-angioma","/images/treatments/photo-1700760934166-4c766d708139.jpg","Hormonal Acne Assessment; Skin Nutrition Plan; Gynecomastia Assessment; Allergy Patch Testing; Ingrown Toenail Procedure"
"Veins & Vascular","Venous Assessment","venous-assessment","/images/treatments/photo-1616391182219-e080b4d1043a.jpg","Melasma Programme; Stress, Sleep & Skin; Executive Skin Review; Full Skin Examination; Nail Psoriasis Care"
"Veins & Vascular","Rosacea Vessel Treatment","rosacea-vascular","/images/treatments/photo-1754941622117-97957c5d669b.jpg","HIFU Skin Tightening; Laser Toning; Light Fractional Resurfacing; Upper Lip & Chin; Post-Acne Mark Treatment; Hori's Nevus Treatment; Black Ink Removal"
"Veins & Vascular","Neck & Chest Redness","poikiloderma","/images/treatments/photo-1754941622138-b3c3671f2fa8.jpg","Thread Lift; Décolleté Firming; Q-Switched Nd:YAG; Underarms; Melasma Protocol; Periorbital Tightening; Coloured Tattoo Removal"
"Sweat & Odour","Hyperhidrosis Assessment","hyperhidrosis-assessment","/images/treatments/photo-1669998966162-9837617177cd.jpg","Punch Excision; IV Wellness Drips; Antioxidant Infusion; Digital Dermoscopy; Brittle Nail Investigation"
"Sweat & Odour","Underarm Treatment","underarm-sweat-injection","/images/treatments/photo-1745336670683-3b5586cb5f19.jpg","Baby Botox; Microtox / Skin Botox; Lip Enhancement; Earlobe Restoration; V-Line Contouring; Men's Anti-Wrinkle"
"Sweat & Odour","Palms & Soles Treatment","palm-sole-sweat","/images/treatments/photo-1576157401730-e73772de4796.jpg","Jaw Slimming (Masseter); Underarm Sweat Treatment; Dermal Fillers; Temple Restoration; Double Chin Reduction; Men's Under-Eye Treatment"
"Sweat & Odour","Iontophoresis","iontophoresis","/images/treatments/photo-1785861433534-8cd4c7b994fa.jpg","LED Phototherapy; Density HIFU; Vascular Laser; Full Arms; Pigmentation Treatment; Eyelid Resurfacing; Cosmetic Tattoo Removal"
"Sweat & Odour","Microwave Gland Treatment","microwave-sweat","/images/treatments/photo-1785861775561-c6db7da314a0.jpg","Carbon Laser Peel; Neck Tightening RF; Laser Genesis; Full Legs; Underarm & Intimate Lightening; Facial Slimming HIFU; Tattoo Fading for Cover-Up"
"Sweat & Odour","Body Odour Management","body-odour-treatment","/images/treatments/photo-1763310225009-50214e3c99d9.jpg","Active Acne Programme; Vitiligo Management; NAD+ Infusion; Mole Removal; Nail Pigment Band Review"
"Women's Intimate Health","Post-Partum Assessment","postpartum-assessment","/images/treatments/photo-1771946259544-f021c0fff49a.jpg","Acne Scar Revision; Dark Circle Assessment; Iron Infusion; Skin Tag Removal; Post-Surgical Skin Care"
"Women's Intimate Health","Intimate Laser Therapy","vaginal-laxity-laser","/images/treatments/photo-1723540634462-528708cc17aa.jpg","Jawline Definition; Pico Laser; Long-Pulsed Nd:YAG; Full Body Package; Nd:YAG for Deeper Skin; Sun Damage Repair; Post-Tattoo Scar Treatment"
"Women's Intimate Health","Menopausal Skin Programme","menopause-skin","/images/treatments/photo-1552256031-811fa8f0a7b1.jpg","Microneedling; Eye Bag Evaluation; Skin Health Blood Panel; Wart Treatment; Complication Review"
"Women's Intimate Health","Pelvic Floor Strengthening","pelvic-floor-ems","/images/treatments/photo-1730288951113-9cc087c14b83.jpg","Ultherapy; Vascular Laser; Excimer Laser; Full Legs; Diode Laser; Neck Contouring; Collagen Induction Therapy"
"Women's Intimate Health","Intimate Pigmentation Care","intimate-pigmentation","/images/treatments/photo-1784798340504-a0893a7743da.jpg","Chemical Peels; Milia Removal; Hormone Assessment; Eczema Management; Advanced Wound Care"
"Women's Intimate Health","Lichen Sclerosus Management","lichen-sclerosus","/images/treatments/photo-1785861001619-b263ebd4e615.jpg","Medical Extraction; Xanthelasma Removal; Food Sensitivity Review; Psoriasis Management; Aftercare Planning"
"Women's Intimate Health","Female Hair Thinning Review","womens-hair-thinning","/images/treatments/photo-1785860420936-b4f8bb4de5e1.jpg","Exosome Scalp Therapy"
"Children's Skin","Childhood Eczema Care","child-eczema","/images/treatments/photo-1781513144825-aa1e284c5950.jpg","Post-Acne Mark Fading; Buccal Fat Evaluation; Gut–Skin Programme; Fungal Infection Treatment"
"Children's Skin","Teenage Acne Programme","teen-acne","/images/treatments/photo-1763310225108-9e16920156f3.jpg","Subcision; Facial Fat Transfer; Sleep & Stress Review; Chronic Hives Workup"
"Children's Skin","Infant Birthmark Review","birthmark-review","/images/treatments/photo-1654781350550-0dc72ecb6fae.jpg","TCA CROSS; Body Composition Review; Clinical Nutrition Consult; Skin Biopsy"
"Children's Skin","Molluscum Contagiosum","molluscum","/images/treatments/photo-1589279003513-467d320f47eb.jpg","Tranexamic Acid Therapy; IV Hydration; Rosacea Management; Teledermatology Review; Regenerative Consultation"
"Children's Skin","Children's Wart Treatment","child-warts","/images/treatments/photo-1706795033849-7ca391f007c5.jpg","Glutathione Infusion; Vitamin C Infusion; Anti-Ageing Programme; Removal Assessment; Surgical Scar Revision"
"Children's Skin","Persistent Nappy Rash","nappy-rash","/images/treatments/photo-1742280159636-3a06652ac9d9.jpg","Oral Retinoid Programme; Antioxidant Drip; Immunity Support Infusion; Eczema & Barrier Repair; Birthmark Assessment"
"Children's Skin","Teen Skin Consultation","teen-skin-education","/images/treatments/photo-1700760933574-9f0f4ea9aa3b.jpg","Keloid Management; Deficiency Screening; Bridal Consultation; Sensitised Skin Reset; Plantar Sweat Treatment"
"Nail Health","Fungal Nail Treatment","fungal-nail-treatment","/images/treatments/photo-1700760933941-3a06a28fbf47.jpg","Hypertrophic Scar Treatment; Rehydration Drip; Shaving Acne & Ingrowns; Mole & Skin Check; Lash Line Health Review"
"Nail Health","Ingrown Toenail Procedure","ingrown-toenail","/images/treatments/photo-1700760934166-4c766d708139.jpg","Hormonal Acne Assessment; Skin Nutrition Plan; Gynecomastia Assessment; Allergy Patch Testing; Cherry Angioma Removal"
"Nail Health","Nail Psoriasis Care","nail-psoriasis","/images/treatments/photo-1616391182219-e080b4d1043a.jpg","Melasma Programme; Stress, Sleep & Skin; Executive Skin Review; Full Skin Examination; Venous Assessment"
"Nail Health","Brittle Nail Investigation","brittle-nails","/images/treatments/photo-1669998966162-9837617177cd.jpg","Punch Excision; IV Wellness Drips; Antioxidant Infusion; Digital Dermoscopy; Hyperhidrosis Assessment"
"Nail Health","Nail Pigment Band Review","melanonychia","/images/treatments/photo-1763310225009-50214e3c99d9.jpg","Active Acne Programme; Vitiligo Management; NAD+ Infusion; Mole Removal; Body Odour Management"
"Nail Health","Nail Trauma Repair","nail-biting-damage","/images/treatments/photo-1611073615830-9f76902c10fe.jpg","Back & Body Acne; Early Stretch Mark Treatment"
"Recovery & Aftercare","Post-Surgical Skin Care","post-surgical-skin","/images/treatments/photo-1771946259544-f021c0fff49a.jpg","Acne Scar Revision; Dark Circle Assessment; Iron Infusion; Skin Tag Removal; Post-Partum Assessment"
"Recovery & Aftercare","Bruise Clearing","bruise-clearing","/images/treatments/photo-1732993486279-9d0f3b91adb2.jpg","Shurink Lifting; Non-Ablative Fractional Laser; Full Face; Bikini Line; Beard Line Shaping; Chin & Neck Lift; Port Wine Stain Treatment"
"Recovery & Aftercare","Complication Review","complication-review","/images/treatments/photo-1552256031-811fa8f0a7b1.jpg","Microneedling; Eye Bag Evaluation; Skin Health Blood Panel; Wart Treatment; Menopausal Skin Programme"
"Recovery & Aftercare","Filler Migration Correction","filler-migration","/images/treatments/photo-1670098073774-440ea94549d0.jpg","Underarm Sweat Control; Palm Sweat Treatment; Trapezius Slimming; Marionette Line Correction; Cheek Definition; PRP Facial Therapy"
"Recovery & Aftercare","Post-Procedure Drainage","lymphatic-drainage","/images/treatments/photo-1544843776-7c98a52e08a4.jpg","Fat Freezing; Mature Stretch Mark Treatment"
"Recovery & Aftercare","Advanced Wound Care","wound-care","/images/treatments/photo-1784798340504-a0893a7743da.jpg","Chemical Peels; Milia Removal; Hormone Assessment; Eczema Management; Intimate Pigmentation Care"
"Recovery & Aftercare","Aftercare Planning","aftercare-consult","/images/treatments/photo-1785861001619-b263ebd4e615.jpg","Medical Extraction; Xanthelasma Removal; Food Sensitivity Review; Psoriasis Management; Lichen Sclerosus Management"
